Gene.Symbol,GenBank,UniProt,Name,Transcription.down,Transcription.up,translation.down,translation.up
SLC6A6,NM_003043,P31641,SC6A6_HUMAN,,TRUE,,TRUE
SLC7A11,NM_014331,Q9UPY5,XCT_HUMAN,,,,TRUE
SLC7A5,NM_003486,Q01650,LAT1_HUMAN,,,,TRUE
SLC9A6,NM_004363,Q92581,SL9A6_HUMAN,,,,TRUE
SLCO4A1,NM_016354,Q96BD0,SO4A1_HUMAN,,,,TRUE
SMAP1,NM_021942,Q8IYB5,SMAP1_HUMAN,,TRUE,,
SMARCA1,NM_003069,P28370,SMCA1_HUMAN,,,,TRUE
SMARCC1,NM_003074,Q92922,SMRC1_HUMAN,,,,TRUE
SMC2,NM_006445,O95347,SMC2_HUMAN,,,,TRUE
SMC3,NM_005445,Q9UQE7,SMC3_HUMAN,,,,TRUE
SMC4,NM_001002800,Q9NTJ3,SMC4_HUMAN,,,,TRUE
SMC5,NM_015110,Q8IY18,SMC5_HUMAN,,,,TRUE
SMU1,NM_018225,Q2TAY7,SMU1_HUMAN,,,,TRUE
SMUG1,NM_014311,Q53HV7,SMUG1_HUMAN,,,TRUE,
SMURF2,NM_022739,Q9HAU4,SMUF2_HUMAN,TRUE,,,
SNAP23,NM_003825,O00161,SNP23_HUMAN,,,TRUE,
SNAP29,NM_004782,O95721,SNP29_HUMAN,TRUE,,,
SNAPC1,NM_003082,Q16533,SNPC1_HUMAN,,TRUE,,
SND1,NM_014390,Q7KZF4,SND1_HUMAN,,,,TRUE
SNF8,NM_007241,Q96H20,SNF8_HUMAN,,,TRUE,
SNHG12,NR_024127,Q9BXW3,SNH12_HUMAN,,,,TRUE
SNHG5,NR_003038,,,,,,TRUE
SNHG6,NR_002599,,,,,,TRUE
SNN,NM_003498,O75324,SNN_HUMAN,TRUE,,,
SNORA28,AJ609462,,,,TRUE,,
SNRNP200,NM_014014,O75643,U520_HUMAN,,,,TRUE
SNRPA1,NM_003090,P09661,RU2A_HUMAN,,,TRUE,
SNW1,NM_012245,Q13573,SNW1_HUMAN,,,,TRUE
SNX14,NM_020468,Q9Y5W7-2,SNX14_HUMAN,,,,TRUE
SNX4,NM_003795,O95219,SNX4_HUMAN,,,TRUE,
SNX7,NM_152238,Q9UNH6,SNX7_HUMAN,,,TRUE,
SNX8,NM_013321,Q9Y5X2,SNX8_HUMAN,,,TRUE,
SOAT1,NM_003101,P35610,SOAT1_HUMAN,,,,TRUE
SON,NM_032195,P18583,SON_HUMAN,,,,TRUE
SORL1,NM_003105,Q92673,SORL_HUMAN,,,,TRUE
SORT1,NM_005978,Q99523,SORT_HUMAN,,,,TRUE
SPATA2,NM_014784,Q9UM82,SPAT2_HUMAN,TRUE,,,
SPC24,NM_182513,Q8NBT2,SPC24_HUMAN,,,TRUE,
SPCS2,NM_014752,Q15005,SPCS2_HUMAN,,,,TRUE
SPCS3,NM_021928,P61009,SPCS3_HUMAN,,,,TRUE
SPG11,NM_025138,Q96JI7,SPTCS_HUMAN,,,,TRUE
SPINT1,NM_181642,O43278,SPIT1_HUMAN,,,,TRUE
SPINT2,NM_006556,O43291,SPIT2_HUMAN,,,,TRUE
SPPL2A,NM_032802,Q8TCT8,SPP2A_HUMAN,,,,TRUE
SPSB2,NM_181672,Q99619,SPSB2_HUMAN,,,TRUE,
SPTAN1,NM_001725,Q13813,SPTN1_HUMAN,,,,TRUE
SPTBN1,NM_003128,Q01082,SPTB2_HUMAN,,,,TRUE
SPTLC1,NM_006415,O15269,SPTC1_HUMAN,,,,TRUE
SPTLC2,NM_004863,O15270,SPTC2_HUMAN,,,,TRUE
SR140,NM_001080415,O15042,SR140_HUMAN,,TRUE,,
SRD5A3,NM_024592,Q9H8P0,PORED_HUMAN,,,,TRUE
SRF,NM_003131,P11831,SRF_HUMAN,,TRUE,,
SRM,NM_003132,P19623,SPEE_HUMAN,,,TRUE,
SRPR,NM_003140,P08240,SRPRA_HUMAN,,,,TRUE
SRPRB,NM_021203,Q9Y5M8,SRPRB_HUMAN,,,,TRUE
SRPX,NM_032120,P78539,SRPX_HUMAN,,,,TRUE
SRRM2,NM_016333,Q9UQ35,SRRM2_HUMAN,,,,TRUE
SSR1,NM_003144,P43307,SSRA_HUMAN,,,,TRUE
SSR2,NM_003145,P43308,SSRB_HUMAN,,,,TRUE
SSR3,NM_007107,Q9UNL2,SSRG_HUMAN,,,,TRUE
SSR4,NM_006280,P51571,SSRD_HUMAN,,,,TRUE
ST7,NM_018412,Q9NRC1-2,ST7_HUMAN,,,,TRUE
STBD1,NM_003943,O95210,STBD1_HUMAN,,,,TRUE
STC2,NM_003714,O76061,STC2_HUMAN,,TRUE,,TRUE
STEAP1,NM_012449,Q9UHE8,STEA1_HUMAN,,,,TRUE
STEAP3,NM_182915,Q658P3-2,STEA3_HUMAN,,,,TRUE
STIM2,NM_020861,Q9P246,STIM2_HUMAN,,,,TRUE
STK11,NM_000455,Q15831,STK11_HUMAN,,,TRUE,
STOM,NM_198194,P27105-2,STOM_HUMAN,,,,TRUE
STRBP,NM_018387,Q96SI9,STRBP_HUMAN,TRUE,,,
STT3A,NM_152713,P46977,STT3A_HUMAN,,,,TRUE
STT3B,NM_178862,Q8TCJ2,STT3B_HUMAN,,,,TRUE
STUB1,NM_005861,Q9UNE7,CHIP_HUMAN,,,TRUE,
SUB1,NM_006713,P53999,TCP4_HUMAN,,,TRUE,
SULT1A1,NM_001055,P50225,ST1A1_HUMAN,,,TRUE,
SULT1A3,NM_177552,P0DMM9,ST1A3_HUMAN,,,TRUE,
SUMF2,NM_015411,Q8NBJ7,SUMF2_HUMAN,,,,TRUE
SUPT16H,NM_007192,Q9Y5B9,SP16H_HUMAN,,,,TRUE
SURF4,NM_033161,O15260,SURF4_HUMAN,,,,TRUE
SUSD2,NM_019601,Q9UGT4,SUSD2_HUMAN,,,,TRUE
SUV39H2,NM_024670,Q9H5I1-2,SUV92_HUMAN,TRUE,,,
SYK,NM_003177,P43405,KSYK_HUMAN,,,TRUE,
SYNE2,NM_015180,Q8WXH0,SYNE2_HUMAN,,,,TRUE
SYNGAP1,NM_152735,Q96PV0,SYGP1_HUMAN,TRUE,,,
SYNGR2,NM_004710,O43760,SNG2_HUMAN,,,,TRUE
SYNJ2,NM_006023,O15056,SYNJ2_HUMAN,,,,TRUE
SYPL1,NM_006754,Q16563,SYPL1_HUMAN,,,,TRUE
SYS1,NM_130896,Q8N2H4,SYS1_HUMAN,,,,TRUE
SYT1,NM_000060,P21579,SYT1_HUMAN,,,,TRUE
SYTL1,NM_032873,Q8IYJ3,SYTL1_HUMAN,,,TRUE,
TAF11,NM_001135218,Q15544,TAF11_HUMAN,,,TRUE,
TAF6,NM_005641,P49848,TAF6_HUMAN,,,TRUE,
TAP1,NM_000593,Q03518,TAP1_HUMAN,,,,TRUE
TAPBP,NM_003190,O15533,TPSN_HUMAN,,,,TRUE
TATDN3,NM_001846,Q17R31,TATD3_HUMAN,,,TRUE,
TBC1D15,NM_022771,Q8TC07,TBC15_HUMAN,,,,TRUE
TBC1D8B,NM_017752,Q0IIM8,TBC8B_HUMAN,,,,TRUE
TBCCD1,NM_001134415,Q9NVR7,TBCC1_HUMAN,,,TRUE,
TBL2,NM_012453,Q9Y4P3,TBL2_HUMAN,,,,TRUE
TCEA2,NM_003195,Q15560,TCEA2_HUMAN,,,TRUE,
TCERG1,NM_014599,O14776,TCRG1_HUMAN,,TRUE,,TRUE
TCF19,NM_005650,Q9Y242,TCF19_HUMAN,,,TRUE,
TCTEX1D2,NM_152773,Q8WW35,TC1D2_HUMAN,,,TRUE,
TESC,NM_017899,Q96BS2,CHP3_HUMAN,,,TRUE,
TFPI,NM_001032281,P10646-2,TFPI1_HUMAN,,,,TRUE
TFRC,NM_003235,P02786,TFR1_HUMAN,TRUE,,,
TGFA,NM_000660,P01135,TGFA_HUMAN,,,,TRUE
TGFB1,NM_000660,P01137,TGFB1_HUMAN,,,,TRUE
TGFBR1,NM_003241,P36897,TGFR1_HUMAN,,,,TRUE
TGOLN2,NM_006464,O43493-2,TGON2_HUMAN,,,,TRUE
THADA,NM_022065,Q6YHU6,THADA_HUMAN,,,,TRUE
THAP10,NM_020147,Q9P2Z0,THA10_HUMAN,,,TRUE,
THAP11,NM_020457,Q96EK4,THA11_HUMAN,,,TRUE,
THAP4,NM_015965,Q8WY91,THAP4_HUMAN,,,TRUE,
THEM4,NM_053055,Q5T1C6,THEM4_HUMAN,,,TRUE,
THOC2,NM_001081550,Q8NI27,THOC2_HUMAN,,,,TRUE
THRAP3,NM_005119,Q9Y2W1,TR150_HUMAN,,,,TRUE
THYN1,NM_014174,Q9P016,THYN1_HUMAN,,,TRUE,
TIA1,NM_022037,P31483-2,TIA1_HUMAN,TRUE,,,
TICAM2,NM_021649,Q86XR7,TCAM2_HUMAN,,,,TRUE
TIGD2,NM_145715,Q4W5G0,TIGD2_HUMAN,,,TRUE,
TIGD5,NM_032862,Q53EQ6,TIGD5_HUMAN,,,TRUE,
TIMM10,NM_012456,P62072,TIM10_HUMAN,,,TRUE,
TIMM8B,NM_012199,Q9Y5J9,TIM8B_HUMAN,,,,TRUE
TIMP1,NM_003254,P01033,TIMP1_HUMAN,,,,TRUE
TIMP2,NM_003255,P16035,TIMP2_HUMAN,,,,TRUE
TLE3,NM_020908,Q04726-2,TLE3_HUMAN,,,,TRUE
TM7SF3,NM_016551,Q9NS93,TM7S3_HUMAN,,,,TRUE
TM9SF1,NM_006406,O15321,TM9S1_HUMAN,,,,TRUE
TM9SF2,NM_004800,Q99805,TM9S2_HUMAN,,,,TRUE
TM9SF3,NM_020123,Q9HD45,TM9S3_HUMAN,,,,TRUE
TM9SF4,NM_014742,Q92544,TM9S4_HUMAN,,,,TRUE
TMBIM4,NM_016056,Q9HC24,LFG4_HUMAN,,,,TRUE
TMBIM6,NM_001211,P55061,BI1_HUMAN,,,,TRUE
TMCC1,NM_015009,O94876,TMCC1_HUMAN,,TRUE,,
TMCO1,NM_001184,Q9UM00,TMCO1_HUMAN,,,,TRUE
TMED10,NM_006827,P49755,TMEDA_HUMAN,,,,TRUE
TMED2,NM_006815,Q15363,TMED2_HUMAN,,,,TRUE
TMED3,NM_007364,Q9Y3Q3,TMED3_HUMAN,,,,TRUE
TMED4,NM_182547,Q7Z7H5,TMED4_HUMAN,,,,TRUE
TMED5,NM_016040,Q9Y3A6,TMED5_HUMAN,,,,TRUE
TMED7,NM_181836,Q9Y3B3,TMED7_HUMAN,,,,TRUE
TMED9,NM_017510,Q9BVK6,TMED9_HUMAN,,,,TRUE
TMEM101,NM_032376,Q96IK0,TM101_HUMAN,,,,TRUE
TMEM106B,NM_018364,Q9NUM4,T106B_HUMAN,,,,TRUE
TMEM109,NM_024092,Q9BVC6,TM109_HUMAN,,,,TRUE
TMEM111,NM_018447,Q9P0I2,EMC3_HUMAN,,,,TRUE
TMEM123,NM_052932,Q8N131,PORIM_HUMAN,,,,TRUE
TMEM131,NM_015348,Q92545,TM131_HUMAN,,,,TRUE
TMEM144,NM_018342,Q7Z5S9,TM144_HUMAN,,,,TRUE
TMEM147,NM_032635,Q9BVK8,TM147_HUMAN,,,,TRUE
TMEM158,NM_015444,Q8WZ71,TM158_HUMAN,,,,TRUE
TMEM160,NM_017854,Q9NX00,TM160_HUMAN,,,TRUE,
TMEM161A,NM_002705,Q9NX61,T161A_HUMAN,,,,TRUE
TMEM161B,NM_153354,Q8NDZ6,T161B_HUMAN,,,,TRUE
TMEM167A,NM_174909,Q8TBQ9,KISHA_HUMAN,TRUE,,,
TMEM18,NM_152834,Q96B42,TMM18_HUMAN,,,,TRUE
TMEM184B,NM_012264,Q9Y519,T184B_HUMAN,,,,TRUE
TMEM194A,NM_015258,O14524,NEMP1_HUMAN,,,,TRUE
TMEM209,NM_032842,Q96SK2,TM209_HUMAN,,,,TRUE
TMEM214,NM_017728,Q6NUQ4,TM214_HUMAN,,,,TRUE
TMEM30A,NM_001143958,Q9NV96-2,CC50A_HUMAN,,,,TRUE
TMEM33,NM_018126,P57088,TMM33_HUMAN,,,,TRUE
TMEM38B,NM_018112,Q9NVV0,TM38B_HUMAN,,,,TRUE
TMEM39A,NM_018268,Q9NV64,TM39A_HUMAN,,,,TRUE
TMEM41A,NM_080652,Q96HV5,TM41A_HUMAN,,,,TRUE
TMEM43,NM_024334,Q9BTV4,TMM43_HUMAN,,,,TRUE
TMEM45A,NM_018004,Q9NWC5,TM45A_HUMAN,,TRUE,,TRUE
TMEM48,NM_018087,Q9BTX1,NDC1_HUMAN,,,,TRUE
TMEM49,NM_030938,Q96GC9,VMP1_HUMAN,,,,TRUE
TMEM50A,NM_014313,O95807,TM50A_HUMAN,,,,TRUE
TMEM50B,NM_006963,P56557,TM50B_HUMAN,TRUE,,,
TMEM51,NM_018022,Q9NW97,TMM51_HUMAN,,,,TRUE
TMEM56,NM_001199679,Q96MV1,TMM56_HUMAN,,,,TRUE
TMEM57,NM_018202,Q8N5G2,MACOI_HUMAN,,,,TRUE
TMEM59,NM_004872,Q9BXS4,TMM59_HUMAN,,,,TRUE
TMEM68,NM_152417,Q96MH6-2,TMM68_HUMAN,,,,TRUE
TMEM87A,NM_015500,Q8NBN3,TM87A_HUMAN,,,,TRUE
TMEM9,NM_016456,Q9P0T7,TMEM9_HUMAN,,,,TRUE
TMEM97,NM_014573,Q5BJF2,TMM97_HUMAN,,,,TRUE
TMTC3,NM_181783,Q6ZXV5-2,TMTC3_HUMAN,TRUE,,,TRUE
TMX1,NM_030755,Q9H3N1,TMX1_HUMAN,,,,TRUE
TMX2,NM_015959,Q9Y320,TMX2_HUMAN,,,,TRUE
TMX3,NM_019022,Q96JJ7,TMX3_HUMAN,,,,TRUE
TMX4,NM_021156,Q9H1E5,TMX4_HUMAN,,,,TRUE
TNFRSF10A,NM_003844,O00220,TR10A_HUMAN,,,,TRUE
TNFRSF10B,NM_147187,O14763-2,TR10B_HUMAN,,,,TRUE
TNFRSF10D,NM_003840,Q9UBN6,TR10D_HUMAN,,,,TRUE
TNFRSF12A,NM_016639,Q9NP84,TNR12_HUMAN,,,,TRUE
TNFRSF1A,NM_001065,P19438,TNR1A_HUMAN,,,,TRUE
TNFRSF21,NM_014452,O75509,TNR21_HUMAN,,,,TRUE
TNIP1,NM_006058,Q15025,TNIP1_HUMAN,,TRUE,,
TNKS,NM_003747,O95271,TNKS1_HUMAN,,,,TRUE
TNRC6A,NM_014494,Q8NDV7,TNR6A_HUMAN,TRUE,,,
TOMM40L,NM_032174,Q969M1,TM40L_HUMAN,,,TRUE,
TOP1,NM_003286,P11387,TOP1_HUMAN,,,,TRUE
TOP2A,NM_001067,P11388,TOP2A_HUMAN,,,,TRUE
TOR1AIP1,NM_015603,Q5JTV8,TOIP1_HUMAN,,,,TRUE
TP53I3,NM_147184,Q53FA7,QORX_HUMAN,,,TRUE,
TP53INP1,NM_001135733,Q96A56-2,T53I1_HUMAN,TRUE,,TRUE,
TP53RK,NM_033550,Q96S44,PRPK_HUMAN,,,TRUE,
TPM1,NM_000366,P09493,TPM1_HUMAN,,,TRUE,
TPM3,NM_152263,P06753,TPM3_HUMAN,,,TRUE,
TPM4,NM_000367,P67936,TPM4_HUMAN,,TRUE,,
TPP1,NM_000391,O14773,TPP1_HUMAN,,,,TRUE
TPR,NM_003292,P12270,TPR_HUMAN,,,,TRUE
TPRG1L,NM_182752,Q5T0D9,TPRGL_HUMAN,TRUE,,,
TPX2,NM_012112,Q9ULW0,TPX2_HUMAN,,,,TRUE
TRA2A,NM_013293,Q13595,TRA2A_HUMAN,,TRUE,,
TRADD,NM_003789,Q15628,TRADD_HUMAN,,,TRUE,
TRAF4,NM_004295,Q9BUZ4,TRAF4_HUMAN,,,TRUE,
TRAM1,NM_014294,Q15629,TRAM1_HUMAN,,,,TRUE
TRAPPC1,NM_021210,Q9Y5R8,TPPC1_HUMAN,,,TRUE,
TRIB1,NM_025195,Q96RU8,TRIB1_HUMAN,,,,TRUE
TRIM25,NM_005082,Q14258,TRI25_HUMAN,TRUE,,,
TRIM7,NM_033342,Q9C029,TRIM7_HUMAN,,,TRUE,
TRIOBP,NM_138632,Q9H2D6-6,TARA_HUMAN,,,TRUE,
TRIP11,NM_004239,Q15643,TRIPB_HUMAN,,,,TRUE
TRRAP,NM_006136,Q9Y4A5,TRRAP_HUMAN,,,,TRUE
TSGA14,NM_001199207,Q9BYV8,CEP41_HUMAN,TRUE,,,
TSPAN13,NM_014399,O95857,TSN13_HUMAN,,,,TRUE
TSPAN3,NM_001109,O60637,TSN3_HUMAN,,,,TRUE
TSPAN5,NM_005723,P62079,TSN5_HUMAN,,,,TRUE
TSPAN6,NM_003270,O43657,TSN6_HUMAN,,,,TRUE
TST,NM_003313,Q16762,THTR_HUMAN,,,TRUE,
TSTA3,NM_003313,Q13630,FCL_HUMAN,,,TRUE,
TTC17,NM_018259,Q96AE7,TTC17_HUMAN,,,,TRUE
TTC32,NM_001008237,Q5I0X7,TTC32_HUMAN,,,TRUE,
TTLL1,NM_000153,O95922,TTLL1_HUMAN,,,TRUE,
TUBD1,NM_016261,Q9UJT1,TBD_HUMAN,TRUE,,,
TUSC2,NM_007275,O75896,TUSC2_HUMAN,,,TRUE,
TWSG1,NM_020648,Q9GZX9,TWSG1_HUMAN,,,,TRUE
TXNDC12,NM_015914,O95881,TXD12_HUMAN,,,,TRUE
TXNDC5,NM_030812,Q8NBS9,TXND5_HUMAN,,,,TRUE
TXNL1,NM_004787,O43396,TXNL1_HUMAN,,TRUE,,
TXNRD3,NM_052883,Q86VQ6,TRXR3_HUMAN,,,TRUE,
TYRO3,NM_006293,Q06418,TYRO3_HUMAN,,,,TRUE
TYW1,NM_018264,Q9NV66,TYW1_HUMAN,,,,TRUE
UBA6,NM_018227,A0AVT1,UBA6_HUMAN,,,,TRUE
UBAC1,NM_016172,Q9BSL1,UBAC1_HUMAN,,,TRUE,
UBAC2,NM_177967,Q8NBM4-2,UBAC2_HUMAN,,,,TRUE
UBASH3B,NM_032873,Q8TF42,UBS3B_HUMAN,TRUE,,,
UBE2B,NM_003337,P63146,UBE2B_HUMAN,,,TRUE,
UBE2D2,NM_003339,P62837,UB2D2_HUMAN,,,TRUE,
UBE2D3,NM_181887,P61077,UB2D3_HUMAN,,TRUE,,
UBE2I,NM_003345,P63279,UBC9_HUMAN,TRUE,,,
UBE2L6,NM_004223,O14933,UB2L6_HUMAN,,,TRUE,
UBE2N,NM_003348,P61088,UBE2N_HUMAN,,,TRUE,
UBE3C,NM_014671,Q15386,UBE3C_HUMAN,,,TRUE,
UBE4A,NM_004789,Q14139,UBE4A_HUMAN,,,,TRUE
UBL4A,NM_014235,P11441,UBL4A_HUMAN,,,TRUE,
UBR1,NM_174916,Q8IWV7,UBR1_HUMAN,,,,TRUE
UBR2,NM_001009185,Q8IWV8,UBR2_HUMAN,,,,TRUE
UBR3,NM_172070,Q6ZT12,UBR3_HUMAN,,,,TRUE
UBR4,NM_020765,Q5T4S7,UBR4_HUMAN,,,,TRUE
UBXN4,NM_014607,Q92575,UBXN4_HUMAN,,,,TRUE
UCRC,NM_001003684,Q9UDW1-2,QCR9_HUMAN,,,TRUE,
UGCG,NM_003358,Q16739,CEGT_HUMAN,,,,TRUE
UGCGL1,NM_020122,Q9NYU2,UGGG1_HUMAN,,,,TRUE
UGCGL2,NM_020121,Q9NYU1,UGGG2_HUMAN,,,,TRUE
UGT8,NM_001128174,Q16880,CGT_HUMAN,TRUE,,,
ULBP2,NM_025217,Q9BZM5,N2DL2_HUMAN,,,,TRUE
UNC5B,NM_018445,Q8IZJ1,UNC5B_HUMAN,,,,TRUE
UNC84A,NM_015302,O94901,SUN1_HUMAN,,,,TRUE
UNC84A,NM_025154,O94901-5,SUN1_HUMAN,,TRUE,,
UNC93B1,NM_030930,Q9H1C4,UN93B_HUMAN,,,,TRUE
UPRT,NM_138703,Q96BW1,UPP_HUMAN,,TRUE,,
UROS,NM_000375,P10746,HEM4_HUMAN,,,TRUE,
USO1,NM_003715,O60763,USO1_HUMAN,,,,TRUE
USP18,NM_017414,Q9UMW8,UBP18_HUMAN,,,TRUE,
USP9X,NM_001039590,Q93008,USP9X_HUMAN,,,,TRUE
UTP14A,NM_021645,Q9BVJ6,UT14A_HUMAN,,,,TRUE
UTP14C,NM_021645,Q5TAP6,UT14C_HUMAN,,,,TRUE
UTRN,NM_007124,P46939,UTRO_HUMAN,,,,TRUE
VANGL1,NM_138959,Q8TAA9,VANG1_HUMAN,TRUE,,,
VASH2,NM_024749,Q86V25-5,VASH2_HUMAN,,,TRUE,
VCAN,NM_001126336,P13611-4,CSPG2_HUMAN,,,,TRUE
VCL,NM_007126,P18206,VINC_HUMAN,,,,TRUE
VEGFA,NM_001025370,P15692,VEGFA_HUMAN,,TRUE,,TRUE
VPRBP,NM_014704,Q9Y4B6,VPRBP_HUMAN,,,,TRUE
VPS13B,NM_181661,Q7Z7G8-5,VP13B_HUMAN,,,,TRUE
VPS13C,NM_018080,Q709C8-4,VP13C_HUMAN,,,,TRUE
VPS36,NM_016075,Q86VN1,VPS36_HUMAN,,,TRUE,
VRK3,NM_016441,Q8IV63,VRK3_HUMAN,,,TRUE,
WDR1,NM_005112,O75083-3,WDR1_HUMAN,,TRUE,,
WDR19,NM_025132,Q8NEZ3,WDR19_HUMAN,,,,TRUE
WDR36,NM_139281,Q8NI36,WDR36_HUMAN,,,,TRUE
WDR5B,NM_019069,Q86VZ2,WDR5B_HUMAN,,TRUE,,
WFS1,NM_001145853,O76024,WFS1_HUMAN,,,,TRUE
WIPI1,NM_017983,Q5MNZ9,WIPI1_HUMAN,,,TRUE,
WRN,NM_000553,Q14191,WRN_HUMAN,,,,TRUE
WWC3,NM_015691,Q9ULE0,WWC3_HUMAN,,,TRUE,
XPA,NM_000380,P23025,XPA_HUMAN,,,TRUE,
XPO1,NM_003400,O14980,XPO1_HUMAN,,TRUE,,
XPR1,NM_001135669,Q9UBH6-2,XPR1_HUMAN,,,,TRUE
XRCC5,NM_021141,P13010,XRCC5_HUMAN,,,,TRUE
XRCC6BP1,NM_033276,Q9Y6H3,ATP23_HUMAN,,,TRUE,
XRN1,NM_019002,Q8IZH2,XRN1_HUMAN,,,,TRUE
YEATS2,NM_018023,Q9ULM3,YETS2_HUMAN,,,,TRUE
YIPF3,NM_015388,Q9GZM5,YIPF3_HUMAN,,,,TRUE
YIPF5,NM_030799,Q969M3,YIPF5_HUMAN,,,,TRUE
YIPF6,NM_173695,Q96EC8,YIPF6_HUMAN,,,,TRUE
YLPM1,NM_019589,P49750-4,YLPM1_HUMAN,,,,TRUE
YTHDC2,NM_022828,Q9H6S0,YTDC2_HUMAN,,,,TRUE
ZADH2,NM_175907,Q8N4Q0,ZADH2_HUMAN,,,TRUE,
ZBED2,NM_024508,Q9BTP6,ZBED2_HUMAN,TRUE,,,
ZBTB1,NM_014951,Q9Y2K1,ZBTB1_HUMAN,,,,TRUE
ZBTB11,NM_014415,O95625,ZBT11_HUMAN,,,,TRUE
ZC3H13,NM_015070,Q5T200-2,ZC3HD_HUMAN,,,,TRUE
ZC3HAV1,NM_020119,Q7Z2W4,ZCCHV_HUMAN,TRUE,,,
ZCCHC10,NM_017665,Q8TBK6-2,ZCH10_HUMAN,,,TRUE,
ZDHHC13,NM_019029,Q8IUH4,ZDH13_HUMAN,,,,TRUE
ZDHHC17,NM_015336,Q8IUH5,ZDH17_HUMAN,,,,TRUE
ZDHHC20,NM_153251,Q5W0Z9-3,ZDH20_HUMAN,,,,TRUE
ZDHHC4,NM_018106,Q9NPG8,ZDHC4_HUMAN,,,,TRUE
ZDHHC5,NM_015457,Q9C0B5,ZDHC5_HUMAN,,,,TRUE
ZDHHC9,NM_016033,Q9Y397,ZDHC9_HUMAN,,,,TRUE
ZFAND2A,NM_182491,Q8N6M9,ZFN2A_HUMAN,,TRUE,,
ZFX,NM_003410,P17010,ZFX_HUMAN,,,,TRUE
ZFY,NM_003410,P08048,ZFY_HUMAN,,,,TRUE
ZFYVE20,NM_022340,Q9H1K0,RBNS5_HUMAN,,,,TRUE
ZFYVE21,NM_001198953,Q9BQ24-2,ZFY21_HUMAN,,,TRUE,
ZKSCAN1,NM_003439,P17029,ZKSC1_HUMAN,TRUE,,,
ZMPSTE24,NM_005857,O75844,FACE1_HUMAN,,,,TRUE
ZMYM6,NM_007167,O95789,ZMYM6_HUMAN,,,,TRUE
ZMYND19,NM_138462,Q96E35,ZMY19_HUMAN,,,TRUE,
ZNF107,NM_016222,Q9UII5,ZN107_HUMAN,TRUE,,,
ZNF12,NM_006956,P17014-5,ZNF12_HUMAN,,,TRUE,
ZNF143,NM_003442,P52747,ZN143_HUMAN,,,,TRUE
ZNF281,NM_012482,Q9Y2X9,ZN281_HUMAN,TRUE,,,
ZNF292,NM_015021,O60281,ZN292_HUMAN,,TRUE,,
ZNF295,NM_020727,Q9ULJ3,ZBT21_HUMAN,,,,TRUE
ZNF302,NM_018676,Q9NR11,ZN302_HUMAN,TRUE,,TRUE,
ZNF451,NM_015555,Q9Y4E5-2,ZN451_HUMAN,,,TRUE,
ZNF507,NM_014911,Q8TCN5,ZN507_HUMAN,,,,TRUE
ZNF580,NM_207115,Q9UK33,ZN580_HUMAN,,,TRUE,
ZNF638,NM_014497,Q14966,ZN638_HUMAN,,,,TRUE
ZNF652,NM_014898,Q9Y2D9,ZN652_HUMAN,TRUE,,TRUE,
ZNF654,NM_018293,Q8IZM8,ZN654_HUMAN,,TRUE,,
ZNF680,NM_001130022,Q8NEM1-2,ZN680_HUMAN,TRUE,,,
ZNF706,NM_016096,Q9Y5V0,ZN706_HUMAN,,,TRUE,
ZNF780A,NM_198476,O75290,Z780A_HUMAN,TRUE,,,
ZNF791,NM_153358,Q3KP31,ZN791_HUMAN,TRUE,,,
ZNF828,NM_032436,Q96JM3,CHAP1_HUMAN,TRUE,,,
ZNFX1,NM_021035,Q9P2E3,ZNFX1_HUMAN,TRUE,,,
ZP3,NM_012230,P21754,ZP3_HUMAN,,,TRUE,
ZSCAN29,NM_152455,Q8IWY8,ZSC29_HUMAN,,,TRUE,
ZSCAN5A,NM_024303,Q9BUG6,ZSA5A_HUMAN,,,TRUE,
ZW10,NM_004724,O43264,ZW10_HUMAN,,,,TRUE
